movieId,title,genres
285,"Shawshank Redemption, The (1994)",Crime|Drama
286,Shallow Grave (1994),Comedy|Drama|Thriller
287,Suture (1993),Film-Noir|Thriller
288,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
289,Swimming with Sharks (1995),Comedy|Drama
290,"Sum of Us, The (1994)",Comedy|Drama
291,National Lampoon's Senior Trip (1995),Comedy
292,To Live (Huozhe) (1994),Drama
293,Tank Girl (1995),Action|Comedy|Sci-Fi
294,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
295,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
296,Tales from the Hood (1995),Action|Crime|Horror
297,Tom & Viv (1994),Drama
298,Village of the Damned (1995),Horror|Sci-Fi
299,Tommy Boy (1995),Comedy
300,Vanya on 42nd Street (1994),Drama
301,Underneath (1995),Mystery|Thriller
302,"Walking Dead, The (1995)",Drama|War
303,What's Eating Gilbert Grape (1993),Drama
304,Virtuosity (1995),Action|Sci-Fi|Thriller
305,While You Were Sleeping (1995),Comedy|Romance
306,"War, The (1994)",Adventure|Drama|War
307,Double Happiness (1994),Drama
308,Muriel's Wedding (1994),Comedy
309,"Baby-Sitters Club, The (1995)",Children
310,Ace Ventura: Pet Detective (1994),Comedy
311,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
312,Backbeat (1993),Drama|Musical
313,Bitter Moon (1992),Drama|Film-Noir|Romance
314,Bullets Over Broadway (1994),Comedy
315,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
316,"Client, The (1994)",Drama|Mystery|Thriller
317,"Corrina, Corrina (1994)",Comedy|Drama|Romance
318,Crooklyn (1994),Comedy|Drama
319,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
320,Cobb (1994),Drama
321,"Flintstones, The (1994)",Children|Comedy|Fantasy
322,Forrest Gump (1994),Comedy|Drama|Romance|War
323,Four Weddings and a Funeral (1994),Comedy|Romance
324,Higher Learning (1995),Drama
325,I Love Trouble (1994),Action|Comedy
326,It Could Happen to You (1994),Comedy|Drama|Romance
327,"Jungle Book, The (1994)",Adventure|Children|Romance
328,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
329,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
330,Little Buddha (1993),Drama
331,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
332,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
333,Maverick (1994),Adventure|Comedy|Western
334,Mrs. Parker and the Vicious Circle (1994),Drama
335,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
336,"Paper, The (1994)",Comedy|Drama
337,Reality Bites (1994),Comedy|Drama|Romance
338,Red Rock West (1992),Thriller
339,Richie Rich (1994),Children|Comedy
340,Safe Passage (1994),Drama
341,"River Wild, The (1994)",Action|Thriller
342,Speed (1994),Action|Romance|Thriller
343,Speechless (1994),Comedy|Romance
344,Timecop (1994),Action|Sci-Fi|Thriller
345,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
346,When a Man Loves a Woman (1994),Drama|Romance
347,Wolf (1994),Drama|Horror|Romance|Thriller
348,Wyatt Earp (1994),Western
349,Bad Company (1995),Action|Crime|Drama
350,"Low Down Dirty Shame, A (1994)",Action|Comedy
351,Boys Life (1995),Drama
352,"Colonel Chabert, Le (1994)",Drama|Romance|War
353,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
354,Jason's Lyric (1994),Crime|Drama
355,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
356,Street Fighter (1994),Action|Adventure|Fantasy
357,Mirage (1995),Action|Thriller
358,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
359,In the Mouth of Madness (1995),Horror|Thriller
360,8 Seconds (1994),Drama
361,Above the Rim (1994),Crime|Drama
362,Addams Family Values (1993),Children|Comedy|Fantasy
363,"Age of Innocence, The (1993)",Drama
364,Airheads (1994),Comedy
365,"Air Up There, The (1994)",Comedy
366,Another Stakeout (1993),Comedy|Thriller
367,Bad Girls (1994),Western
368,Barcelona (1994),Comedy|Romance
369,Being Human (1993),Drama
370,"Beverly Hillbillies, The (1993)",Comedy
371,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
372,Black Beauty (1994),Adventure|Children|Drama
373,Blink (1994),Thriller
374,Blown Away (1994),Action|Thriller
375,Blue Chips (1994),Drama
376,Blue Sky (1994),Drama|Romance
377,Body Snatchers (1993),Horror|Sci-Fi|Thriller
378,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
379,"Bronx Tale, A (1993)",Drama
380,Cabin Boy (1994),Comedy
381,Carlito's Way (1993),Crime|Drama
382,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
383,Clean Slate (1994),Comedy
384,Cliffhanger (1993),Action|Adventure|Thriller
385,Coneheads (1993),Comedy|Sci-Fi
386,Color of Night (1994),Drama|Thriller
387,Cops and Robbersons (1994),Comedy
388,"Cowboy Way, The (1994)",Action|Comedy|Drama
389,Dangerous Game (1993),Drama
390,Dave (1993),Comedy|Romance
391,Dazed and Confused (1993),Comedy
392,Demolition Man (1993),Action|Adventure|Sci-Fi
393,"Endless Summer 2, The (1994)",Adventure|Documentary
394,Even Cowgirls Get the Blues (1993),Comedy|Romance
395,Fatal Instinct (1993),Comedy
396,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
397,"Favor, The (1994)",Comedy|Romance
398,Fearless (1993),Drama
399,Fear of a Black Hat (1994),Comedy
400,With Honors (1994),Comedy|Drama
401,Flesh and Bone (1993),Drama|Mystery|Romance
402,Widows' Peak (1994),Drama
403,For Love or Money (1993),Comedy|Romance
404,"Firm, The (1993)",Drama|Thriller
405,Free Willy (1993),Adventure|Children|Drama
406,Fresh (1994),Crime|Drama|Thriller
407,"Fugitive, The (1993)",Thriller
408,Geronimo: An American Legend (1993),Drama|Western
409,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
410,Getting Even with Dad (1994),Comedy
411,Go Fish (1994),Drama|Romance
412,Guilty as Sin (1993),Crime|Drama|Thriller
413,Hard Target (1993),Action|Adventure|Crime|Thriller
414,Heaven & Earth (1993),Action|Drama|War
415,Hot Shots! Part Deux (1993),Action|Comedy|War
416,Live Nude Girls (1995),Comedy
417,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
418,"House of the Spirits, The (1993)",Drama|Romance
419,House Party 3 (1994),Comedy
420,"Hudsucker Proxy, The (1994)",Comedy
421,I'll Do Anything (1994),Comedy|Drama
422,In the Army Now (1994),Comedy|War
423,In the Line of Fire (1993),Action|Thriller
424,In the Name of the Father (1993),Drama
425,"Inkwell, The (1994)",Comedy|Drama
426,What's Love Got to Do with It? (1993),Drama|Musical
427,Judgment Night (1993),Action|Crime|Thriller
428,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
429,Kalifornia (1993),Drama|Thriller
430,Killing Zoe (1994),Crime|Drama|Thriller
431,King of the Hill (1993),Drama
432,Lassie (1994),Adventure|Children
433,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
434,Life with Mikey (1993),Comedy
435,Lightning Jack (1994),Comedy|Western
436,M. Butterfly (1993),Drama|Romance
437,Made in America (1993),Comedy
438,Malice (1993),Thriller
439,"Man Without a Face, The (1993)",Drama
440,Manhattan Murder Mystery (1993),Comedy|Mystery
441,Menace II Society (1993),Action|Crime|Drama
442,Executive Decision (1996),Action|Adventure|Thriller
443,In the Realm of the Senses (Ai no corrida) (1976),Drama
444,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
445,Much Ado About Nothing (1993),Comedy|Romance
446,Mr. Jones (1993),Drama|Romance
447,Mr. Wonderful (1993),Comedy|Romance
448,Mrs. Doubtfire (1993),Comedy|Drama
449,Naked (1993),Drama
450,"Next Karate Kid, The (1994)",Action|Children|Romance
451,No Escape (1994),Action|Drama|Sci-Fi
452,North (1994),Comedy
453,Orlando (1992),Drama|Fantasy|Romance
454,"Perfect World, A (1993)",Crime|Drama|Thriller
455,Philadelphia (1993),Drama
456,"Piano, The (1993)",Drama|Romance
457,Poetic Justice (1993),Drama
458,"Program, The (1993)",Action|Drama
459,"Puppet Masters, The (1994)",Horror|Sci-Fi
460,Radioland Murders (1994),Comedy|Mystery|Romance
461,"Ref, The (1994)",Comedy
462,"Remains of the Day, The (1993)",Drama|Romance
463,Renaissance Man (1994),Comedy|Drama
464,Rising Sun (1993),Action|Drama|Mystery
465,"Road to Wellville, The (1994)",Comedy
466,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
467,Robin Hood: Men in Tights (1993),Comedy
468,Romeo Is Bleeding (1993),Crime|Thriller
469,Romper Stomper (1992),Action|Drama
470,Ruby in Paradise (1993),Drama
471,Rudy (1993),Drama
472,"Savage Nights (Nuits fauves, Les) (1992)",Drama
473,Schindler's List (1993),Drama|War
474,"Scout, The (1994)",Comedy|Drama
475,Searching for Bobby Fischer (1993),Drama
476,"Secret Garden, The (1993)",Children|Drama
477,Serial Mom (1994),Comedy|Crime|Horror
478,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
479,Shadowlands (1993),Drama|Romance
480,Short Cuts (1993),Drama
481,"Simple Twist of Fate, A (1994)",Drama
482,Sirens (1994),Drama
483,Six Degrees of Separation (1993),Drama
484,Sleepless in Seattle (1993),Comedy|Drama|Romance
485,Sliver (1993),Thriller
486,Blade Runner (1982),Action|Sci-Fi|Thriller
487,Son in Law (1993),Comedy|Drama|Romance
488,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
489,Striking Distance (1993),Action|Crime
490,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
491,Surviving the Game (1994),Action|Adventure|Thriller
492,Terminal Velocity (1994),Action|Mystery|Thriller
493,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
494,Threesome (1994),Comedy|Romance
495,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
496,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
497,Tombstone (1993),Action|Drama|Western
498,Trial by Jury (1994),Crime|Drama|Thriller
499,True Romance (1993),Crime|Thriller
500,"War Room, The (1993)",Documentary
501,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
502,"Paris, France (1993)",Comedy
503,Killer (Bulletproof Heart) (1994),Drama|Thriller
504,Welcome to the Dollhouse (1995),Comedy|Drama
505,Germinal (1993),Drama|Romance
506,Chasers (1994),Comedy
507,Cronos (1993),Drama|Horror
508,Kika (1993),Comedy|Drama
509,Bhaji on the Beach (1993),Comedy|Drama
510,Little Big League (1994),Comedy|Drama
511,"Wedding Gift, The (1994)",Drama|Romance
512,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
513,Spanking the Monkey (1994),Comedy|Drama
514,"Little Rascals, The (1994)",Children|Comedy
515,Andre (1994),Adventure|Children|Drama
516,Princess Caraboo (1994),Drama
517,"Celluloid Closet, The (1995)",Documentary
518,Métisse (Café au Lait) (1993),Comedy|Drama
519,"Brady Bunch Movie, The (1995)",Comedy
520,Home Alone (1990),Children|Comedy
521,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
522,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
523,Terminator 2: Judgment Day (1991),Action|Sci-Fi
524,Dances with Wolves (1990),Adventure|Drama|Western
525,Batman (1989),Action|Crime|Thriller
526,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
527,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
528,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
529,Pinocchio (1940),Animation|Children|Fantasy|Musical
530,Pretty Woman (1990),Comedy|Romance
531,"Wild Bunch, The (1969)",Adventure|Western
532,Love and a .45 (1994),Action|Comedy|Crime
533,"Bye Bye, Love (1995)",Comedy
534,One Fine Day (1996),Drama|Romance
535,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
536,Fargo (1996),Comedy|Crime|Drama|Thriller
537,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
538,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
539,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
540,"Pallbearer, The (1996)",Comedy
541,Jane Eyre (1996),Drama|Romance
542,Loaded (1994),Drama|Thriller
543,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
544,"Aristocats, The (1970)",Animation|Children
545,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
546,Ed (1996),Comedy
547,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),Drama
548,My Favorite Season (1993),Drama
549,"Thin Line Between Love and Hate, A (1996)",Comedy
550,"Last Supper, The (1995)",Drama|Thriller
551,Primal Fear (1996),Crime|Drama|Mystery|Thriller
552,Carried Away (1996),Drama|Romance
553,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
554,Land and Freedom (Tierra y libertad) (1995),Drama|War
555,Denise Calls Up (1995),Comedy
556,"Family Thing, A (1996)",Comedy|Drama
557,Sgt. Bilko (1996),Comedy
558,Jack and Sarah (1995),Romance
559,Girl 6 (1996),Comedy|Drama
560,Diabolique (1996),Drama|Thriller
561,Courage Under Fire (1996),Action|Crime|Drama|War
562,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
563,Moll Flanders (1996),Drama
564,"Superweib, Das (1996)",Comedy
565,Dragonheart (1996),Action|Adventure|Fantasy
566,Eddie (1996),Comedy
567,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
568,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
569,Fear (1996),Thriller
570,Kids in the Hall: Brain Candy (1996),Comedy
571,Faithful (1996),Comedy
572,Underground (1995),Comedy|Drama|War
